plz_name;Spalte1;lan_name;geo_point_2d
Blankenfelde-Mahlow;15827;Brandenburg;52.3248925863,13.4104883649
Berlin Mitte;10117;Berlin;52.516895391,13.3873646397
Greifswald;17493;Mecklenburg-Vorpommern;54.0882834372,13.4496738258
Spantekow;17392;Mecklenburg-Vorpommern;53.7624232546,13.5722020182
Karlsbad;76307;Baden-Württemberg;48.9050208883,8.50340741375
Brühl;68782;Baden-Württemberg;49.3960740158,8.50844378326
Mannheim;68167;Baden-Württemberg;49.4962227132,8.49285760336
Loxstedt;27612;Niedersachsen;53.4562177759,8.61818289252
Sulzbach (Taunus);65843;Hessen;50.1308488618,8.53077284702
Eschborn;65760;Hessen;50.1506916656,8.56701459275
Friedrichsdorf;61381;Hessen;50.2630926005,8.63337484486
Bremen;28755;Bremen;53.1959763375,8.61440631428
Freistatt, Varrel, Wehrbleck;27259;Niedersachsen;52.6207339692,8.69216345235
Pforzheim;75179;Baden-Württemberg;48.8994881155,8.65442129409
Lollar;35457;Hessen;50.6666107837,8.69516181659
Geestland;27624;Niedersachsen;53.5976299195,8.84053517911
Frankfurt am Main;60316;Hessen;50.1197782703,8.69704409199
Neuhausen;75242;Baden-Württemberg;48.8079346267,8.76547733132
Bad Oeynhausen;32549;Nordrhein-Westfalen;52.2413437031,8.78933131893
Langenhorn, Ockholm u.a.;25842;Schleswig-Holstein;54.6865028497,8.92049555025
Wehingen, Reichenbach;78564;Baden-Württemberg;48.1445735176,8.81573614433
Bad Oeynhausen;32545;Nordrhein-Westfalen;52.1845585805,8.796278282
Bremen;28357;Bremen;53.1320049031,8.87287945765
Ratshausen;72365;Baden-Württemberg;48.1911994892,8.80803163838
Lemgo;32657;Nordrhein-Westfalen;52.0336121622,8.901870096
Mühlheim am Main;63165;Hessen;50.1086998176,8.84670059586
Nidderau;61130;Hessen;50.2444262457,8.8953660418
Asendorf;27330;Niedersachsen;52.7619233256,8.89802648404
Homberg (Ohm);35315;Hessen;50.7283566767,9.00958108137
Stockach;78333;Baden-Württemberg;47.8556503689,9.01642008118
Wöhrden;25797;Schleswig-Holstein;54.1604268755,9.00927626077
Oyten;28876;Niedersachsen;53.0725594342,9.0497530968
Wingst;21789;Niedersachsen;53.7328556301,9.05078340673
Reichenau;78479;Baden-Württemberg;47.7316447224,9.03710905043
Weddingstedt;25795;Schleswig-Holstein;54.2445531151,9.07930667969
Hoya, Hoyerhagen, Hilgermissen;27318;Niedersachsen;52.8426713395,9.13366345747
Brakel;33034;Nordrhein-Westfalen;51.7096199146,9.17980171369
Kirchzell;63931;Bayern;49.607252497,9.1429957645
Estorf;31629;Niedersachsen;52.5890775269,9.15571645051
Schwalmstadt;34613;Hessen;50.9223528062,9.19878976709
Gelnhausen;63571;Hessen;50.204871929,9.19343321675
Laudenbach;63925;Bayern;49.7380229365,9.16501415284
Verden;27283;Niedersachsen;52.9373712619,9.23610312012
Haibach;63808;Bayern;49.9618224464,9.21001741267
Wächtersbach;63607;Hessen;50.2727515009,9.27132645884
Borken;34582;Hessen;51.0487930003,9.27650096157
Röllbach;63934;Bayern;49.7660605451,9.2552492746
Metzingen;72555;Baden-Württemberg;48.5282799402,9.28941720841
Esslingen am Neckar;73728;Baden-Württemberg;48.7407290242,9.30829018043
Bad Orb;63619;Hessen;50.2133549973,9.37062693804
Kirchberg;71737;Baden-Württemberg;48.9475472982,9.34701773061
Frickenhausen;72636;Baden-Württemberg;48.5859921057,9.360666121
Pfronstetten;72539;Baden-Württemberg;48.2684046164,9.38391718244
Bretzfeld;74626;Baden-Württemberg;49.1567443988,9.43854782423
Flörsbachtal;63639;Hessen;50.118025546,9.4546219084
Schenefeld;25560;Schleswig-Holstein;54.0551770556,9.47106713681
Schwarzenborn;34639;Hessen;50.9088356859,9.44563613033
Bodenfelde, Wahlsburg;37194;Hessen;51.664428494,9.52365599974
Greifenberg;86926;Bayern;48.0804646092,11.0758816053
Dahme;23747;Schleswig-Holstein;54.2200859169,11.0744678618
Huglfing;82386;Bayern;47.7639029089,11.124969598
Adelschlag;85111;Bayern;48.844239029,11.2037688577
Artern/Unstrut u.a.;06556;Thüringen;51.3620481234,11.3011069616
Gachenbach;86565;Bayern;48.5039454654,11.2495439902
Starnberg;82319;Bayern;48.0096595304,11.3328357645
Neunkirchen am Sand;91233;Bayern;49.5341619627,11.3425772441
Hergisdorf;06313;Sachsen-Anhalt;51.5288619117,11.4703086869
Schäftlarn;82067;Bayern;47.9748301062,11.4580192765
München;80638;Bayern;48.1616973493,11.5060059073
Gerbstedt;06347;Sachsen-Anhalt;51.6156002534,11.6352986896
Magdeburg;39116;Sachsen-Anhalt;52.0886802875,11.5584761518
Kranzberg;85402;Bayern;48.4048556121,11.6269161628
München;81545;Bayern;48.0798450295,11.5568141242
München;80799;Bayern;48.1523413893,11.575026899
München;80801;Bayern;48.1586812808,11.5790824485
Jena, Bucha, Großpürschütz u.a.;07751;Thüringen;50.8183469063,11.6036829465
Könnern;06420;Sachsen-Anhalt;51.6865666718,11.7483903528
Magdeburg;39114;Sachsen-Anhalt;52.1047038739,11.6988269145
Aiglsbach;84089;Bayern;48.6926892702,11.7127182886
Biederitz, Gerwisch, Menz u.a.;39175;Sachsen-Anhalt;52.1509187228,11.7637361992
Kirchheim b. München;85551;Bayern;48.1821447954,11.7510068213
Parchim;19370;Mecklenburg-Vorpommern;53.4267094933,11.8454276274
Triptis;07819;Thüringen;50.7370906088,11.8325028565
Schönebeck (Elbe);39217;Sachsen-Anhalt;52.0419268683,11.8135713848
Konradsreuth;95176;Bayern;50.2554997288,11.8389043979
Berlin Baumschulenweg;12437;Berlin;52.4623941892,13.4822189348
Sonnewalde;03249;Brandenburg;51.701663132,13.6357725198
Hauzenberg;94051;Bayern;48.6489869494,13.6289218999
Hinterschmiding;94146;Bayern;48.8399818189,13.6293742451
Berlin Wiesengrund;12587;Berlin;52.4584193568,13.6355252748
Jandelsbrunn;94118;Bayern;48.7279868111,13.6875205446
Berlin Rahnsdorf;12589;Berlin;52.4441593885,13.7029550963
Dresden;01187;Sachsen;51.0282208352,13.675399467
Ortrand;01990;Brandenburg;51.3837240228,13.7335357264
Dresden;01067;Sachsen;51.0602567056,13.7178022174
Dresden;01129;Sachsen;51.0969609766,13.7234848528
Dresden;01108;Sachsen;51.1524841015,13.7873430524
Kröslin, Krummin, Lassan u.a.;17440;Mecklenburg-Vorpommern;54.1162746814,13.7741687545
Lohmen;01847;Sachsen;50.9847510298,14.0152355155
Bischofswerda u.a.;01877;Sachsen;51.12484438,14.2049330053
Neustadt i. Sa.;01844;Sachsen;51.0365682365,14.2236506621
Cottbus;03042;Brandenburg;51.762475797,14.3765621277
Leutersdorf, Spitzkunnersdorf;02794;Sachsen;50.9482781145,14.659054659
Olbersdorf;02785;Sachsen;50.8738886072,14.7622569026
Dickenschied u.a.;55483;Rheinland-Pfalz;49.8713629135,7.44609196267
Flammersfeld;57632;Rheinland-Pfalz;50.6451371602,7.5239723543
Dortmund;44265;Nordrhein-Westfalen;51.4424432897,7.49073247883
Bergen;55608;Rheinland-Pfalz;49.7329129268,7.50081626798
Seesbach;55629;Rheinland-Pfalz;49.8556468603,7.53418358911
Anhausen;56584;Rheinland-Pfalz;50.5055647423,7.55879816616
Landstuhl;66849;Rheinland-Pfalz;49.4034998501,7.5600681847
Medard, Rathskirchen u.a.;67744;Rheinland-Pfalz;49.6684700474,7.58344569813
Urbach;56317;Rheinland-Pfalz;50.5577633175,7.56333165094
Bendorf;56170;Rheinland-Pfalz;50.4367464296,7.59469541813
Argenthal;55496;Rheinland-Pfalz;49.9589186223,7.61659510267
Coesfeld;48653;Nordrhein-Westfalen;51.9174293919,7.1526443501
Marl;45772;Nordrhein-Westfalen;51.6866872892,7.11958236372
Gelsenkirchen;45897;Nordrhein-Westfalen;51.5659188083,7.07287261005
Heimbach;55779;Rheinland-Pfalz;49.6087944212,7.23896245038
Hage, Halbemond u.a.;26524;Niedersachsen;53.6162239497,7.28467223841
Wuppertal;42389;Nordrhein-Westfalen;51.2715564983,7.25297236639
Treis-Karden;56253;Rheinland-Pfalz;50.1627153041,7.30510135812
Witten;58456;Nordrhein-Westfalen;51.4006061126,7.28244532744
Castrop-Rauxel;44575;Nordrhein-Westfalen;51.5482881733,7.30890614858
Mastershausen;56869;Rheinland-Pfalz;50.056936831,7.35062297067
Kusel;66869;Rheinland-Pfalz;49.5371371602,7.39240994437
Westerholt, Schweindorf u.a.;26556;Niedersachsen;53.5831749405,7.45467894976
Hütschenhausen;66882;Rheinland-Pfalz;49.4249526786,7.4796582565
Bodnegg;88285;Baden-Württemberg;47.7094122721,9.69031641188
Langenhagen (Flughafen);30669;Niedersachsen;52.4637439855,9.6866295346
Nellingen;89191;Baden-Württemberg;48.5401878548,9.78738255869
Karsbach;97783;Bayern;50.0605149468,9.78712461821
Spraitbach;73565;Baden-Württemberg;48.8843259788,9.76394472616
Hannover;30173;Niedersachsen;52.3578732738,9.7626526011
Welle;21261;Niedersachsen;53.2333736942,9.7970308573
Durlangen, Weggen-Ziegelhütte, Leinhäusle;73568;Baden-Württemberg;48.8573810343,9.79013613369
Griesingen;89608;Baden-Württemberg;48.2631516279,9.78637457949
Kuchen;73329;Baden-Württemberg;48.6377990818,9.79373828887
Wittighausen;97957;Baden-Württemberg;49.6118008541,9.82976112939
Dornstadt;89160;Baden-Württemberg;48.4846689321,9.89117734936
Hannover;30539;Niedersachsen;52.3294160835,9.8420589754
Reichenberg, Guttenberger Wald;97234;Bayern;49.7180199912,9.906285522
Lindenberg im Allgäu;88161;Bayern;47.604429585,9.890563432
Fuchsstadt;97727;Bayern;50.0921731294,9.93634000491
Würzburg;97074;Bayern;49.7831807196,9.96282050888
Schnürpflingen;89194;Baden-Württemberg;48.2654649351,9.99352706583
Hermannsburg;29320;Niedersachsen;52.8252477117,10.097011072
Senden;89250;Bayern;48.3224827513,10.0689236952
Hamburg;22339;Hamburg;53.6426978913,10.0408797755
Kirchberg an der Iller;88486;Baden-Württemberg;48.1343752242,10.0748538245
Kitzingen;97318;Bayern;49.7452335886,10.1380437732
Winsen;21423;Niedersachsen;53.3597130239,10.2234371459
Wulften;37199;Niedersachsen;51.6586566148,10.1805562892
Bad Neustadt an der Saale;97616;Bayern;50.3266513468,10.2127456215
Bibertal;89346;Bayern;48.3985238876,10.2015539271
Bargteheide, Delingsdorf u.a.;22941;Schleswig-Holstein;53.7257156998,10.2537462191
Heikendorf;24226;Schleswig-Holstein;54.3675651879,10.21889226
Schweinfurt;97422;Bayern;50.0674418179,10.2422820223
Dingelstädt;37351;Thüringen;51.3195638189,10.3017174868
Gallmersgarten;91605;Bayern;49.4672224532,10.2679623105
Lengede;38268;Niedersachsen;52.2034916976,10.3040920362
Schmalkalden;98574;Thüringen;50.7155061732,10.4216919086
Ellzee;89352;Bayern;48.3277181433,10.304863164
Bachhagel;89429;Bayern;48.6346683022,10.3350201941
Bächingen a.d. Brenz;89431;Bayern;48.5374928169,10.3213556777
Salzgitter;38226;Niedersachsen;52.1597716998,10.330036974
Marschacht;21436;Niedersachsen;53.3938591196,10.3517042563
Betzigau;87488;Bayern;47.7267142445,10.4180058061
Brotterode-Trusetal;98596;Thüringen;50.8052762221,10.4278517536
Obergünzburg;87634;Bayern;47.8505596914,10.4387167043
Hörselberg-Hainich;99820;Thüringen;51.0085497957,10.4809593501
Dentlein a. Forst;91599;Bayern;49.1439954031,10.4220742462
Weiltingen;91744;Bayern;49.0305188497,10.4532253388
Aislingen;89344;Bayern;48.5083394628,10.4501631873
Wolfenbüttel;38304;Niedersachsen;52.1461549833,10.4992400033
Bundorf;97494;Bayern;50.197002783,10.5315249559
Herzberg, Elbingerode, Hörden;37412;Niedersachsen;51.7001542179,10.4776969856
Landensberg;89361;Bayern;48.4346251781,10.5162613002
Mittelneufnach;86868;Bayern;48.1815588409,10.5967744255
Woltersdorf, Müssen u.a.;21516;Schleswig-Holstein;53.5689578888,10.6312115351
Scharbeutz, Süsel;23684;Schleswig-Holstein;54.0286318328,10.6776301235
Rieden;87668;Bayern;47.9535772215,10.6480941865
Rätzlingen;29590;Niedersachsen;52.9769460421,10.6731183596
Emersacker;86494;Bayern;48.4816629948,10.674621051
Oberhof;98559;Thüringen;50.685860996,10.7467936656
Stötten am Auerberg;87675;Bayern;47.7413520176,10.7116294145
Groß Grönau;23627;Schleswig-Holstein;53.782970939,10.7298298908
Lonnerstadt;91475;Bayern;49.7073649553,10.7457257832
Haundorf;91729;Bayern;49.165040171,10.7943914298
Dittenheim;91723;Bayern;49.0576833608,10.7781332699
Waal;86875;Bayern;47.9885208271,10.7874906667
Weisendorf;91085;Bayern;49.6271227691,10.8152144106
Untermeitingen;86836;Bayern;48.1695487083,10.8293766113
Kemmern;96164;Bayern;49.9568997081,10.8669838113
Ellgau;86679;Bayern;48.6137358888,10.8641543349
Augsburg;86152;Bayern;48.372098364,10.89338016
Thale, Blankenburg;06502;Sachsen-Anhalt;51.7370106788,11.0156888759
Straußfurt;99634;Thüringen;51.1610853868,10.9744625671
Memmelsdorf;96117;Bayern;49.9425125766,10.9713669443
Frankenblick, Schalkau, Bachfeld;96528;Thüringen;50.3953251259,11.0442422185
Fürth;90766;Bayern;49.4854859613,10.9654456024
Heringsdorf;23777;Schleswig-Holstein;54.2857094543,11.0264520901
Wittenburg u.a.;19243;Mecklenburg-Vorpommern;53.5189452972,11.0819822164
Dasing;86453;Bayern;48.387221399,11.0667980778
Forchheim;91301;Bayern;49.7200371361,11.0633894038
Klütz;23948;Mecklenburg-Vorpommern;53.9536255525,11.1382781523
Aachen;52078;Nordrhein-Westfalen;50.757053026,6.16128618422
Straelen;47638;Nordrhein-Westfalen;51.4288835937,6.25940972961
Hürtgenwald;52393;Nordrhein-Westfalen;50.7114556187,6.37285729942
Xanten;46509;Nordrhein-Westfalen;51.6731013722,6.43379819741
Lasel;54612;Rheinland-Pfalz;50.1131307382,6.48318471289
Mönchengladbach;41066;Nordrhein-Westfalen;51.2269005088,6.46961530843
Krefeld;47839;Nordrhein-Westfalen;51.3745996448,6.50824562441
Korschenbroich;41352;Nordrhein-Westfalen;51.1858092107,6.549322986
Nettersheim;53947;Nordrhein-Westfalen;50.4921113335,6.66322032835
Birresborn;54574;Rheinland-Pfalz;50.1757802453,6.61315525811
Welschbillig, Igel, Aach;54298;Rheinland-Pfalz;49.9039317176,6.66662835997
Spangdahlem;54529;Rheinland-Pfalz;49.9894695859,6.69297222024
Hünxe;46569;Nordrhein-Westfalen;51.6423469345,6.76546828568
Hürth;50354;Nordrhein-Westfalen;50.8738680383,6.85887045324
Düsseldorf;40211;Nordrhein-Westfalen;51.2293029894,6.79230925481
Ratingen;40885;Nordrhein-Westfalen;51.3442556665,6.85922308009
Düsseldorf;40231;Nordrhein-Westfalen;51.2122124591,6.83191917409
Lebach;66822;Saarland;49.4248580447,6.91661745288
Püttlingen;66346;Saarland;49.2938387303,6.89515186833
Gusenburg;54413;Rheinland-Pfalz;49.6295653647,6.89615284279
Mülheim an der Ruhr;45470;Nordrhein-Westfalen;51.4070534593,6.91604555328
Reifferscheid, Kaltenborn, Wershofen u.a.;53520;Rheinland-Pfalz;50.3313737154,6.95021515196
Essen;45357;Nordrhein-Westfalen;51.4853503075,6.92913249145
Bottrop;46236;Nordrhein-Westfalen;51.5247753973,6.92541995864
Hilden;40723;Nordrhein-Westfalen;51.156264491,6.94320883321
Ulmen;56766;Rheinland-Pfalz;50.2085086457,6.99505999605
Wintrich;54487;Rheinland-Pfalz;49.8609085666,6.98040380372
Essen;45239;Nordrhein-Westfalen;51.3815037134,7.01465743404
Köln;50679;Nordrhein-Westfalen;50.9367316351,6.9782010552
Niederkassel;53859;Nordrhein-Westfalen;50.8136367886,7.05025559061
Saarbrücken;66123;Saarland;49.2488255489,7.02255676194
Köln;51149;Nordrhein-Westfalen;50.9050429618,7.04645056376
Solingen;42657;Nordrhein-Westfalen;51.1445783774,7.06101632422
Kleinblittersdorf;66271;Saarland;49.1531029084,7.06955585966
Espenau;34314;Hessen;51.393408114,9.47004762664
Winterbach;73650;Baden-Württemberg;48.791774567,9.47103979275
Zweiflingen;74639;Baden-Württemberg;49.2541794205,9.50844232692
Fleischwangen;88373;Baden-Württemberg;47.8810612884,9.47902764509
Bevern;37639;Niedersachsen;51.8811662285,9.49721536349
Rudersberg;73635;Baden-Württemberg;48.8797546194,9.53944574527
Kassel;34125;Hessen;51.3340816417,9.53393636493
Garbsen;30823;Niedersachsen;52.4177154128,9.58463786082
Bad Buchau;88422;Baden-Württemberg;48.0828451674,9.61057060559
Oberweser;34399;Hessen;51.5888978883,9.61223672501
Neuenstein;74632;Baden-Württemberg;49.2184273039,9.59639596795
Niedernhall;74676;Baden-Württemberg;49.2783673999,9.61329361598
Wasserburg (Bodensee);88142;Bayern;47.5772427131,9.63941051209
Breisach am Rhein;79206;Baden-Württemberg;48.0167326807,7.62158976021
Katzweiler;67734;Rheinland-Pfalz;49.5097400187,7.67531636954
Münster;48155;Nordrhein-Westfalen;51.9515193351,7.67098422476
Löningen;49624;Niedersachsen;52.7380836007,7.75555433625
Wittmund;26409;Niedersachsen;53.5853870348,7.75877756752
Merdingen;79291;Baden-Württemberg;48.0232531505,7.68372392884
Hilgert;56206;Rheinland-Pfalz;50.4569671647,7.68910628895
Ballrechten-Dottingen;79282;Baden-Württemberg;47.8569055276,7.69981223283
Staufen im Breisgau;79219;Baden-Württemberg;47.8697819652,7.73351579667
Apen;26689;Niedersachsen;53.2085550991,7.78585994
Neuhäusel;56335;Rheinland-Pfalz;50.38626161,7.71002912396
Rheinfelden (Baden);79618;Baden-Württemberg;47.5864379249,7.76917961999
Freiburg im Breisgau;79111;Baden-Württemberg;47.9910490576,7.78372861513
Mahlberg;77972;Baden-Württemberg;48.2943032596,7.79840733212
Rüdesheim;55593;Rheinland-Pfalz;49.8455195783,7.80604737504
Ahlen;59227;Nordrhein-Westfalen;51.7841582637,7.88430281652
Kappelrodeck;77876;Baden-Württemberg;48.5818852083,8.11403259439
Deidesheim;67146;Rheinland-Pfalz;49.4158929352,8.18071303091
Kandel;76870;Rheinland-Pfalz;49.0878555268,8.19646062463
Bühlertal;77830;Baden-Württemberg;48.6828873754,8.1970472902
Gutach (Schwarzwaldbahn);77793;Baden-Württemberg;48.2425391623,8.20389497109
Nieder-Olm;55268;Rheinland-Pfalz;49.9036219856,8.20287532125
Niedernhausen;65527;Hessen;50.1694911678,8.29684894931
Wiesbaden;65207;Hessen;50.1106331841,8.31145723653
Freudenstadt;72250;Baden-Württemberg;48.4919974133,8.24460297011
Sylt;25980;Schleswig-Holstein;54.8776481574,8.35820245825
Mettenheim;67582;Rheinland-Pfalz;49.7405235481,8.32520453647
Leimersheim;76774;Rheinland-Pfalz;49.1265212202,8.34224480555
Hohentengen am Hochrhein;79801;Baden-Württemberg;47.5844485942,8.41874493331
Schramberg;78713;Baden-Württemberg;48.2380368052,8.43220576882
Nordenham;26954;Niedersachsen;53.4946479311,8.45294351589
Emmerzhausen, Niederdreisbach, Steinebach;57520;Rheinland-Pfalz;50.7346163183,7.85290517536
Elmstein;67471;Rheinland-Pfalz;49.3511657221,7.91150833531
Werl;59457;Nordrhein-Westfalen;51.5561523414,7.90889565272
Nastätten u.a.;56355;Rheinland-Pfalz;50.2326106685,7.87222245243
Bersenbrück;49593;Niedersachsen;52.5634403945,7.94330549565
Wattenheim;67319;Rheinland-Pfalz;49.5050957815,8.02168412687
Eisenberg (Pfalz);67304;Rheinland-Pfalz;49.5568522608,8.03801378887
Elz;65604;Hessen;50.4185838408,8.01120492683
Lambrecht (Pfalz);67466;Rheinland-Pfalz;49.369532844,8.05504340911
Fischerbach, Haslach, Hofstetten;77716;Baden-Württemberg;48.2812352928,8.09036773325
Hohenlinden;85664;Bayern;48.1463043882,11.9869616793
Schwarzenbach;92720;Bayern;49.72029411,12.0034925957
Reimershagen, Lohmen, Zehna, Hägerfelde u.a.;18276;Mecklenburg-Vorpommern;53.7713214083,12.1601727514
Pentling;93080;Bayern;48.9601318202,12.0605685859
Regenstauf;93128;Bayern;49.1453411852,12.1281796051
Gera;07552;Thüringen;50.9160082312,12.0700582442
Teublitz;93158;Bayern;49.2345384483,12.0993602311
Taufkirchen (Vils);84416;Bayern;48.3396909846,12.1363025941
Schönwald;95173;Bayern;50.201304596,12.0836462559
Steinkirchen;84439;Bayern;48.3765016234,12.0835107442
Gera;07546;Thüringen;50.8852556136,12.0994263648
Rosenheim;83022;Bayern;47.8549175084,12.1292224184
Essenbach;84051;Bayern;48.6216959864,12.2170823951
Dessau-Roßlau;06849;Sachsen-Anhalt;51.7981119457,12.2558865057
Leipzig;04178;Sachsen;51.3533342484,12.2708323142
Lucka;04613;Thüringen;51.0835488556,12.3296304001
Gars a. Inn;83555;Bayern;48.1433791637,12.299394165
Höslwang;83129;Bayern;47.9481489506,12.320214476
Fraureuth;08427;Sachsen;50.6924750817,12.3515427973
Leipzig;04229;Sachsen;51.3219524932,12.3375247372
Wiesent;93109;Bayern;49.0278607738,12.3697024961
Leipzig;04155;Sachsen;51.36114807,12.3597724773
Mötzing;93099;Bayern;48.9042394758,12.4015967932
Leipzig;04103;Sachsen;51.3321136931,12.3903516201
Neumarkt-Sankt Veit;84494;Bayern;48.3514346568,12.5163072729
Beetzsee, Wollin, Wenzlow, Golzow u.a.;14778;Brandenburg;52.4905882356,12.6418279025
Treffelstein;93492;Bayern;49.4183180724,12.625980393
Loitzendorf;94359;Bayern;49.0929091993,12.6552750466
Gersdorf;09355;Sachsen;50.7589601485,12.701029016
Eggenfelden;84307;Bayern;48.4061735241,12.7507332038
Miltach;93468;Bayern;49.1457435559,12.774625919
Jessen (Elster);06917;Sachsen-Anhalt;51.818873408,12.9707599876
Beelitz;14547;Brandenburg;52.2273350118,12.9474928882
Raschau;08352;Sachsen;50.5153003982,12.8632084191
Thalheim/Erzgebirge;09380;Sachsen;50.700477067,12.8485096859
Gornsdorf;09390;Sachsen;50.707326649,12.8855504113
Prohn;18445;Mecklenburg-Vorpommern;54.3742026322,12.9845647175
Nuthetal;14558;Brandenburg;52.2506875971,13.1130917599
Gingst;18569;Mecklenburg-Vorpommern;54.491137353,13.2642734011
Berlin Wlhelmstadt;13595;Berlin;52.5116011941,13.1962646915
Riesa, Stauchitz, Hirschstein;01594;Sachsen;51.2588887165,13.2901414552
Berlin Tegel;13505;Berlin;52.5839058737,13.2403994714
Neuenkirchen;17498;Mecklenburg-Vorpommern;54.0744534962,13.3515019725
Uebigau-Wahrenbrück;04938;Brandenburg;51.6074787671,13.3228400065
